@relation merge_avg_avg1-weka.filters.unsupervised.attribute.Remove-R1

@attribute R_FG {'Toronto Raptors','Brooklyn Nets','Charlotte Bobcats','Minnesota Timberwolves','Orlando Magic','Phoenix Suns','Los Angeles Lakers','Detroit Pistons','Atlanta Hawks','Milwaukee Bucks','Portland Trail Blazers','Boston Celtics','Sacramento Kings','Denver Nuggets','Chicago Bulls','Cleveland Cavaliers','New York Knicks','Oklahoma City Thunder','Miami Heat','Memphis Grizzlies','Indiana Pacers','Los Angeles Clippers','Washington Wizards','San Antonio Spurs','Golden State Warriors','Utah Jazz','Dallas Mavericks','New Orleans Hornets','Houston Rockets','Philadelphia 76ers'}
@attribute avg_R_FG numeric
@attribute avg_R_FGA numeric
@attribute avg_R_FGP numeric
@attribute avg_R_3P numeric
@attribute avg_R_3PA numeric
@attribute avg_R_3PP numeric
@attribute avg_R_FT numeric
@attribute avg_R_FTA numeric
@attribute avg_R_FTP numeric
@attribute avg_R_ORB numeric
@attribute avg_R_DRB numeric
@attribute avg_R_TRB numeric
@attribute avg_R_AST numeric
@attribute avg_R_STL numeric
@attribute avg_R_BLK numeric
@attribute avg_R_TOV numeric
@attribute avg_R_PF numeric
@attribute avg_R_PTS numeric
@attribute avg_R_HOME numeric
@attribute avg_R_WIN numeric
@attribute avg1_R_FG numeric
@attribute avg1_R_FGA numeric
@attribute avg1_R_FGP numeric
@attribute avg1_R_3P numeric
@attribute avg1_R_3PA numeric
@attribute avg1_R_3PP numeric
@attribute avg1_R_FT numeric
@attribute avg1_R_FTA numeric
@attribute avg1_R_FTP numeric
@attribute avg1_R_ORB numeric
@attribute avg1_R_DRB numeric
@attribute avg1_R_TRB numeric
@attribute avg1_R_AST numeric
@attribute avg1_R_STL numeric
@attribute avg1_R_BLK numeric
@attribute avg1_R_TOV numeric
@attribute avg1_R_PF numeric
@attribute avg1_R_PTS numeric
@attribute avg1_R_HOME numeric
@attribute avg1_R_WIN numeric
@attribute H_TEAM {'Sacramento Kings','Boston Celtics','Golden State Warriors','Washington Wizards','Minnesota Timberwolves','Los Angeles Clippers','Houston Rockets','Brooklyn Nets','Los Angeles Lakers','San Antonio Spurs','Orlando Magic','Miami Heat','Cleveland Cavaliers','New Orleans Hornets','Charlotte Bobcats','Indiana Pacers','Atlanta Hawks','Chicago Bulls','Philadelphia 76ers','Phoenix Suns','Milwaukee Bucks','Utah Jazz','Oklahoma City Thunder','Memphis Grizzlies','Toronto Raptors','New York Knicks','Portland Trail Blazers','Detroit Pistons','Denver Nuggets','Dallas Mavericks'}
@attribute avg_H_FG numeric
@attribute avg_H_FGA numeric
@attribute avg_H_FGP numeric
@attribute avg_H_3P numeric
@attribute avg_H_3PA numeric
@attribute avg_H_3PP numeric
@attribute avg_H_FT numeric
@attribute avg_H_FTA numeric
@attribute avg_H_FTP numeric
@attribute avg_H_ORB numeric
@attribute avg_H_DRB numeric
@attribute avg_H_TRB numeric
@attribute avg_H_AST numeric
@attribute avg_H_STL numeric
@attribute avg_H_BLK numeric
@attribute avg_H_TOV numeric
@attribute avg_H_PF numeric
@attribute avg_H_PTS numeric
@attribute avg_H_HOME numeric
@attribute avg_H_WIN numeric
@attribute avg1_H_FG numeric
@attribute avg1_H_FGA numeric
@attribute avg1_H_FGP numeric
@attribute avg1_H_3P numeric
@attribute avg1_H_3PA numeric
@attribute avg1_H_3PP numeric
@attribute avg1_H_FT numeric
@attribute avg1_H_FTA numeric
@attribute avg1_H_FTP numeric
@attribute avg1_H_ORB numeric
@attribute avg1_H_DRB numeric
@attribute avg1_H_TRB numeric
@attribute avg1_H_AST numeric
@attribute avg1_H_STL numeric
@attribute avg1_H_BLK numeric
@attribute avg1_H_TOV numeric
@attribute avg1_H_PF numeric
@attribute avg1_H_PTS numeric
@attribute avg1_H_HOME numeric
@attribute avg1_H_WIN numeric
@attribute RESULT {0,1}

@data
'New York Knicks',37.375,82.625,0.452345,10.375,26.375,0.393365,15.375,20.5,0.75,10.25,29.875,40.125,19.375,9.25,3.875,9.875,18,100.5,0.5,0.875,33,90,0.366667,7,25,0.28,15,19,0.789474,15,33,48,19,9,4,8,15,88,1,1,'New Orleans Hornets',34.75,78.375,0.443381,6.375,18.375,0.346939,17.25,21,0.821429,10.75,30.5,41.25,22.625,6.375,6.125,13.75,18.25,93.125,0.625,0.375,41,77,0.532468,10,21,0.47619,21,22,0.954545,8,28,36,32,4,2,19,26,113,0,0,0
'Oklahoma City Thunder',37.692308,78.615385,0.479452,7.589744,19.384615,0.391534,22.435897,26.846154,0.835721,10.487179,32.615385,43.102564,21.769231,8.179487,7.205128,14.897436,20.358974,105.410256,0.564103,0.794872,44,85,0.517647,9,19,0.473684,20,26,0.769231,15,20,35,24,11,11,14,27,117,1,1,'Dallas Mavericks',37.575,83.725,0.448791,7.025,19.75,0.355696,17.375,21.95,0.791572,9.35,32.425,41.775,22.05,7.675,5.225,14.05,21.375,99.55,0.45,0.425,33,86,0.383721,5,22,0.227273,34,43,0.790698,11,36,47,22,7,5,10,19,105,1,1,0
'Dallas Mavericks',38.339286,84.589286,0.45324,7.232143,19.821429,0.364865,17.410714,21.839286,0.79722,9.732143,33.035714,42.767857,22.839286,7.928571,5.464286,13.696429,21,101.321429,0.5,0.446429,36,85,0.423529,1,17,0.058824,17,21,0.809524,16,40,56,20,7,4,20,21,90,1,0,'Memphis Grizzlies',36.272727,82.309091,0.440689,4.654545,13.563636,0.343164,16.163636,20.690909,0.781195,13.4,29.418182,42.818182,21,8.872727,5.272727,13.854545,19.781818,93.363636,0.545455,0.672727,32,71,0.450704,2,7,0.285714,10,12,0.833333,7,28,35,16,6,11,11,19,76,0,1,1
'Washington Wizards',33.888889,83.222222,0.40721,6.407407,20.592593,0.311151,15,19.814815,0.757009,11.481481,32,43.481481,20.37037,7.592593,4.888889,14.62963,20.703704,89.185185,0.518519,0.148148,42,88,0.477273,6,20,0.3,15,17,0.882353,11,36,47,25,6,8,10,14,105,1,1,'Chicago Bulls',35.148148,79.740741,0.44078,4.444444,12.888889,0.344828,18.185185,22.518519,0.807566,11.777778,31.074074,42.851852,22.407407,7.222222,5.037037,14.814815,18.888889,92.925926,0.555556,0.555556,37,83,0.445783,6,20,0.3,17,20,0.85,7,24,31,22,6,3,11,19,97,1,0,1
'San Antonio Spurs',39.805556,82.194444,0.484285,8.805556,22.638889,0.388957,16.916667,21.333333,0.792969,8.5,33.416667,41.916667,25.305556,8.777778,5.166667,14.555556,17.444444,105.333333,0.444444,0.75,41,85,0.482353,8,25,0.32,19,23,0.826087,8,42,50,24,11,5,15,17,109,1,1,'New Orleans Hornets',35.181818,79.787879,0.440942,7,18.484848,0.378689,14.30303,18.484848,0.77377,11,29.939394,40.939394,20.939394,6.090909,5.393939,13.484848,19.848485,91.666667,0.484848,0.242424,39,86,0.453488,8,21,0.380952,13,16,0.8125,6,38,44,23,7,3,10,10,99,0,1,1
'Washington Wizards',35.432432,81.621622,0.434106,6.689189,18.310811,0.365314,15.554054,21.148649,0.735463,10.918919,32.608108,43.527027,21.891892,7.162162,4.540541,14.689189,20.648649,93.108108,0.513514,0.378378,33,78,0.423077,6,13,0.461538,18,26,0.692308,10,41,51,22,3,4,10,14,90,1,1,'Toronto Raptors',36.378378,81.986486,0.443712,7.108108,20.851351,0.340894,17.256757,21.932432,0.786815,10.878378,29.202703,40.081081,21.554054,7.324324,4.72973,13.243243,22.675676,97.121622,0.5,0.364865,41,81,0.506173,8,21,0.380952,8,10,0.8,6,23,29,24,6,8,10,17,98,1,0,1
'Golden State Warriors',35.5,83.125,0.427068,6.375,20,0.31875,18,24.75,0.727273,11.5,33.5,45,21.125,7.5,3.125,16.625,23.75,95.375,0.5,0.5,33,71,0.464789,5,18,0.277778,21,25,0.84,10,34,44,23,7,1,23,22,92,1,1,'Minnesota Timberwolves',33.5,77,0.435065,4.5,16.125,0.27907,19.5,27,0.722222,12.25,32.25,44.5,21.625,7.625,7.5,15.25,17.75,91,0.5,0.625,31,81,0.382716,5,19,0.263158,20,37,0.540541,19,34,53,20,7,11,17,14,87,1,0,0
'San Antonio Spurs',39,80,0.4875,6.5,17.5,0.371429,14.5,19.5,0.74359,8.5,31.5,40,25.75,9.25,5,13.5,19.25,99,0.75,1,41,87,0.471264,8,18,0.444444,11,13,0.846154,11,34,45,25,11,2,8,17,101,1,1,'Los Angeles Clippers',36.25,75.5,0.480132,8,20.75,0.385542,23.75,31,0.766129,8.25,28.5,36.75,23.25,9.25,7.75,18.5,27,104.25,0.75,0.5,39,74,0.527027,9,25,0.36,14,16,0.875,9,29,38,23,7,13,25,24,101,1,0,1
'New Orleans Hornets',34.931034,79.068966,0.441779,6.793103,18.241379,0.372401,14.724138,18.586207,0.792208,10.896552,29.655172,40.551724,20.793103,6.068966,5.413793,13.689655,20.275862,91.37931,0.517241,0.206897,37,82,0.45122,5,13,0.384615,18,24,0.75,11,40,51,23,2,6,16,23,97,1,0,'Charlotte Bobcats',34.931034,83.517241,0.418249,6.241379,18.241379,0.342155,19.482759,25.931034,0.75133,12,29.517241,41.517241,19.310345,7.344828,6.517241,12.793103,19.413793,95.586207,0.551724,0.241379,28,73,0.383562,3,10,0.3,22,32,0.6875,12,24,36,11,6,0,12,23,81,0,0,0
'Brooklyn Nets',35.75,78.875,0.453249,7,20.875,0.335329,19,25.75,0.737864,11.75,29.75,41.5,20.625,6.75,5.875,13.625,17.5,97.5,0.625,0.75,36,75,0.48,5,17,0.294118,22,25,0.88,7,26,33,22,8,6,10,18,99,0,1,'Los Angeles Lakers',36.4,78.7,0.462516,7.1,20.6,0.34466,20.6,29.9,0.688963,14.1,32.7,46.8,21.3,7.7,5.9,16.5,17.8,100.5,0.8,0.5,46,85,0.541176,9,20,0.45,18,28,0.642857,9,32,41,27,10,3,13,15,119,1,1,1
'Washington Wizards',34.888889,82.755556,0.42159,6.466667,19.133333,0.337979,14.666667,19.866667,0.738255,10.977778,32.488889,43.466667,21.422222,7.444444,4.733333,14.955556,20.533333,90.911111,0.488889,0.244444,34,83,0.409639,5,20,0.25,3,3,1,7,24,31,19,12,0,15,19,76,0,0,'San Antonio Spurs',39.729167,81.583333,0.486977,8.5625,22.4375,0.381616,16.291667,20.729167,0.78593,8.104167,33.354167,41.458333,25.270833,8.708333,5.125,14.5,17.3125,104.3125,0.479167,0.770833,38,69,0.550725,9,16,0.5625,17,21,0.809524,6,29,35,28,16,5,23,20,102,1,1,1
'New Orleans Hornets',34.967742,79.258065,0.441188,7.032258,18.483871,0.380454,14.451613,18.516129,0.780488,11.064516,29.612903,40.677419,20.870968,6.096774,5.516129,13.709677,20.16129,91.419355,0.516129,0.225806,36,82,0.439024,10,20,0.5,4,12,0.333333,14,33,47,20,3,5,13,17,86,1,0,'Houston Rockets',38.032258,83.645161,0.454686,9.870968,27.290323,0.361702,19.903226,25.903226,0.768369,10.645161,32.774194,43.419355,22.806452,8.774194,4.193548,16,19.064516,105.83871,0.580645,0.548387,45,84,0.535714,16,29,0.551724,17,22,0.772727,4,36,40,30,10,5,9,11,123,1,1,1
'Washington Wizards',35.37037,82.314815,0.429696,6.537037,18.685185,0.349851,14.740741,20.018519,0.736355,10.777778,32.425926,43.203704,21.962963,7.462963,4.722222,14.925926,20.425926,92.018519,0.518519,0.314815,41,80,0.5125,7,16,0.4375,16,19,0.842105,9,28,37,31,8,6,13,18,105,1,1,'Toronto Raptors',36.267857,81.946429,0.44258,7.517857,21.178571,0.354975,17.392857,22.267857,0.781075,10.875,29.089286,39.964286,22.053571,7.375,4.589286,12.678571,22.821429,97.446429,0.517857,0.410714,35,80,0.4375,7,18,0.388889,23,28,0.821429,6,25,31,18,7,3,9,22,100,1,1,0
'Toronto Raptors',36.25974,81.831169,0.443104,6.935065,20.467532,0.338832,17.337662,22.051948,0.786219,10.753247,29.311688,40.064935,21.454545,7.311688,4.753247,13.298701,22.714286,96.792208,0.493506,0.376623,30,83,0.361446,3,10,0.3,20,23,0.869565,8,27,35,18,9,4,16,21,83,0,0,'Chicago Bulls',35.631579,81.75,0.43586,5.131579,15.026316,0.341506,16.328947,21.105263,0.773691,12.657895,30.539474,43.197368,22.921053,7.289474,5.236842,13.723684,19.394737,92.723684,0.5,0.552632,33,73,0.452055,3,15,0.2,16,25,0.64,8,25,33,20,7,5,11,18,85,0,0,0
'Milwaukee Bucks',38.666667,85.333333,0.453125,7.666667,19,0.403509,13,18,0.722222,10,31.333333,41.333333,26.666667,10,7.666667,14.333333,17.666667,98,0.666667,0.666667,35,91,0.384615,6,15,0.4,14,21,0.666667,16,25,41,22,10,9,10,18,90,1,0,'Washington Wizards',35,87.666667,0.39924,8,27,0.296296,10,14.666667,0.681818,11.666667,31.333333,43,23.666667,8.666667,6.666667,15.333333,20,88,0.333333,0,39,95,0.410526,10,29,0.344828,6,7,0.857143,10,34,44,25,8,6,19,27,94,0,0,0
'San Antonio Spurs',39.373333,81.093333,0.485531,8.28,21.733333,0.380982,16.706667,21.16,0.78954,8.08,33.053333,41.133333,25.146667,8.493333,5.333333,14.2,17.36,103.733333,0.506667,0.746667,40,90,0.444444,10,29,0.344828,8,13,0.615385,12,41,53,26,7,4,15,8,98,1,1,'Oklahoma City Thunder',38.013514,78.972973,0.481348,7.22973,19.202703,0.376495,22.783784,27.554054,0.826876,10.310811,33.162162,43.472973,21.459459,8.310811,7.594595,14.972973,20.337838,106.040541,0.5,0.72973,40,75,0.533333,4,16,0.25,25,32,0.78125,10,38,48,24,7,12,13,20,109,0,1,1
'Sacramento Kings',36.652174,83.304348,0.439979,6.652174,18.630435,0.35706,16.956522,22.434783,0.755814,11.978261,28.565217,40.543478,19.934783,8.108696,4.630435,14.130435,21.26087,96.913043,0.521739,0.369565,36,82,0.439024,9,23,0.391304,15,25,0.6,7,28,35,24,14,3,10,19,96,0,1,'Boston Celtics',36.659091,80.340909,0.456294,5.431818,16.318182,0.332869,16.386364,20.954545,0.781996,8.659091,30.954545,39.613636,23.068182,8.727273,4.136364,13.954545,21.613636,95.136364,0.522727,0.477273,36,88,0.409091,5,20,0.25,23,27,0.851852,8,38,46,24,11,8,14,20,100,1,1,1
'Miami Heat',38.162162,78.216216,0.487906,8.621622,22.054054,0.390931,17.189189,22.513514,0.763505,8.108108,30.837838,38.945946,22.405405,8.162162,5.189189,13.351351,19.216216,102.135135,0.513514,0.675676,36,90,0.4,8,29,0.275862,12,18,0.666667,13,38,51,24,11,5,11,22,92,0,1,'Los Angeles Lakers',37.394737,81.921053,0.456473,8.973684,25.289474,0.354839,19.657895,28.394737,0.692308,12.5,32.842105,45.342105,22.105263,7.552632,5.710526,14.868421,19.157895,103.421053,0.552632,0.447368,42,84,0.5,10,29,0.344828,10,18,0.555556,8,38,46,30,5,7,8,20,104,1,1,0
'Washington Wizards',33.956522,83.521739,0.406559,6.826087,21.086957,0.323711,15,19.956522,0.751634,11.521739,31.391304,42.913043,20.347826,8,4.826087,14.869565,21.130435,89.73913,0.478261,0.130435,34,77,0.441558,9,17,0.529412,6,8,0.75,5,33,38,20,5,5,15,21,83,0,0,'Detroit Pistons',34.821429,79.892857,0.435852,5.607143,15.571429,0.360092,18.035714,24.964286,0.722461,11.857143,29.821429,41.678571,19.964286,6.071429,5.25,14,20.142857,93.285714,0.464286,0.25,35,84,0.416667,3,12,0.25,18,30,0.6,22,22,44,15,4,2,10,19,91,0,0,1
'New York Knicks',36.375,82.267857,0.442153,10.75,29.089286,0.369552,16.553571,21.821429,0.758592,11.178571,30.071429,41.25,19.517857,8.125,3.767857,11.446429,19.392857,100.053571,0.535714,0.625,32,74,0.432432,8,29,0.275862,21,26,0.807692,9,31,40,18,9,4,17,19,93,1,0,'Cleveland Cavaliers',36.576271,84.338983,0.433682,7.067797,20,0.35339,17.40678,22.779661,0.764137,12.627119,28.169492,40.79661,20.491525,8.101695,3.779661,13.457627,21.20339,97.627119,0.474576,0.338983,33,74,0.445946,5,16,0.3125,18,28,0.642857,11,21,32,18,5,2,16,23,89,1,0,0
'Sacramento Kings',36.222222,82.888889,0.436997,5.944444,17.722222,0.335423,15.777778,21.111111,0.747368,11.166667,29.611111,40.777778,18.5,8.277778,4.5,14.222222,22.611111,94.166667,0.666667,0.333333,32,79,0.405063,4,21,0.190476,23,28,0.821429,10,41,51,20,11,6,18,19,91,1,1,'Portland Trail Blazers',36.368421,83.157895,0.437342,8.315789,23.105263,0.359909,17.263158,23.157895,0.745455,12.052632,27.631579,39.684211,19.473684,8.526316,4.947368,14.421053,20.210526,98.315789,0.368421,0.421053,34,79,0.43038,6,22,0.272727,18,22,0.818182,9,28,37,18,5,3,10,15,92,0,0,0
'Indiana Pacers',33.8125,82.1875,0.411407,6.5,19.8125,0.328076,16.6875,23.1875,0.719677,13.125,34.9375,48.0625,19.625,6,7.3125,15,19.1875,90.8125,0.375,0.5,37,85,0.435294,9,26,0.346154,14,19,0.736842,10,31,41,27,7,6,9,19,97,0,1,'Golden State Warriors',37.266667,82.8,0.450081,6.333333,19.066667,0.332168,17.666667,23.666667,0.746479,11.866667,33.866667,45.733333,21.666667,6.866667,3.333333,15.933333,23.466667,98.533333,0.466667,0.6,44,86,0.511628,8,18,0.444444,10,13,0.769231,9,34,43,29,10,5,16,22,106,1,1,1
'Memphis Grizzlies',36.42623,82.278689,0.442718,4.721311,13.655738,0.345738,16.098361,20.704918,0.777514,13.295082,29.540984,42.836066,21.327869,8.737705,5.295082,13.655738,19.786885,93.672131,0.540984,0.688525,38,81,0.469136,4,13,0.307692,16,20,0.8,14,29,43,21,7,11,10,16,96,1,1,'Portland Trail Blazers',36.806452,82.032258,0.448683,8.193548,23.596774,0.347232,16.209677,20.935484,0.774268,11.064516,30.306452,41.370968,21.612903,6.903226,4.693548,14.306452,18.693548,98.016129,0.483871,0.467742,37,76,0.486842,11,25,0.44,11,12,0.916667,6,24,30,20,8,1,11,10,96,0,0,0
'Utah Jazz',36.963636,81.690909,0.452482,6.109091,16.727273,0.365217,18.545455,24.181818,0.766917,12.163636,29.745455,41.909091,22.836364,8.345455,6.472727,14.181818,21.709091,98.581818,0.490909,0.563636,39,78,0.5,10,21,0.47619,27,33,0.818182,8,27,35,23,8,8,11,23,115,1,1,'Los Angeles Clippers',38.122807,80.649123,0.4727,7.245614,20.315789,0.356649,16.77193,23.754386,0.706056,11.631579,30.140351,41.77193,23.298246,9.947368,5.877193,14.157895,20.807018,100.263158,0.473684,0.684211,32,76,0.421053,5,16,0.3125,21,25,0.84,13,20,33,21,5,1,18,22,90,1,0,1
'New Orleans Hornets',34.818182,78.954545,0.44099,7.363636,18.681818,0.394161,14.818182,19,0.779904,10.636364,29.590909,40.227273,21.318182,6.090909,5.545455,13.681818,20.409091,91.818182,0.590909,0.227273,42,78,0.538462,11,24,0.458333,7,10,0.7,7,23,30,26,5,6,14,16,102,1,0,'Portland Trail Blazers',36.181818,83.272727,0.434498,7.863636,23.045455,0.341223,16.954545,22.363636,0.75813,11.818182,28.590909,40.409091,19.136364,8.409091,4.909091,14.227273,20.181818,97.181818,0.454545,0.454545,40,88,0.454545,7,27,0.259259,11,12,0.916667,9,31,40,19,11,5,14,19,98,1,1,1
'Cleveland Cavaliers',35.76087,84.5,0.423206,7.23913,20.73913,0.349057,16.76087,22.26087,0.75293,12.804348,28.5,41.304348,19.717391,8.195652,3.652174,14,21.652174,95.521739,0.413043,0.282609,36,84,0.428571,4,18,0.222222,19,25,0.76,12,24,36,27,8,4,11,13,95,1,0,'Detroit Pistons',35.934783,81.043478,0.443401,6.217391,16.913043,0.367609,16.456522,23.456522,0.701576,12.695652,30.804348,43.5,20.086957,6.434783,5.652174,14.5,19.673913,94.543478,0.521739,0.369565,32,88,0.363636,3,18,0.166667,12,27,0.444444,16,28,44,11,8,10,13,17,79,0,0,1
'Indiana Pacers',34.0625,80,0.425781,6.53125,18.75,0.348333,17.09375,23.125,0.739189,12.3125,33.21875,45.53125,19.84375,6.375,6.90625,14.78125,19.5,91.75,0.4375,0.59375,29,77,0.376623,5,16,0.3125,26,31,0.83871,11,37,48,17,9,3,16,14,89,1,1,'Boston Celtics',36.516129,79.290323,0.460537,5.580645,16,0.34879,16.83871,21.225806,0.793313,7.774194,30.354839,38.129032,23.064516,8.580645,3.83871,13.806452,20.935484,95.451613,0.483871,0.451613,32,71,0.450704,8,22,0.363636,11,16,0.6875,3,24,27,22,8,1,10,22,83,1,0,1
'Charlotte Bobcats',34.574468,81.510638,0.424171,5.765957,16.446809,0.350582,19.595745,25.914894,0.756158,11.468085,29.319149,40.787234,18.638298,7.361702,6.382979,13.234043,19.765957,94.510638,0.510638,0.234043,34,80,0.425,8,25,0.32,18,20,0.9,12,28,40,13,8,5,13,24,94,0,0,'Cleveland Cavaliers',35.895833,84.6875,0.423862,7.25,20.666667,0.350806,16.958333,22.354167,0.758621,12.833333,28.541667,41.375,19.854167,8.145833,3.666667,14,21.770833,96,0.416667,0.291667,43,90,0.477778,9,18,0.5,20,23,0.869565,14,30,44,27,9,2,13,16,115,1,1,1
'Boston Celtics',36.858974,79.602564,0.463038,6.089744,17.102564,0.356072,16.435897,21.192308,0.77556,8.064103,31.384615,39.448718,22.846154,8.217949,4.589744,13.935897,21.307692,96.24359,0.512821,0.512821,37,81,0.45679,6,16,0.375,13,17,0.764706,10,27,37,20,4,2,12,21,93,1,0,'Miami Heat',38.435897,77.730769,0.494475,8.641026,21.948718,0.393692,17.320513,22.717949,0.762415,8.346154,30.192308,38.538462,22.858974,8.820513,5.230769,13.217949,18.653846,102.833333,0.487179,0.794872,33,75,0.44,17,41,0.414634,20,23,0.869565,12,35,47,19,7,6,22,18,103,0,1,1
'Charlotte Bobcats',34.241935,81.903226,0.418078,5.66129,16.709677,0.338803,18.870968,25.274194,0.74665,11.403226,29.032258,40.435484,19.048387,7.048387,6.145161,12.919355,19.33871,93.016129,0.5,0.209677,35,85,0.411765,7,23,0.304348,17,25,0.68,14,23,37,25,3,6,8,15,94,1,0,'Washington Wizards',35.166667,81.983333,0.428949,6.5,18.45,0.352304,14.7,19.95,0.736842,10.75,32.633333,43.383333,21.783333,7.383333,4.733333,15.066667,20.6,91.533333,0.516667,0.316667,32,90,0.355556,3,17,0.176471,11,17,0.647059,14,30,44,18,10,8,11,28,78,0,0,1
'Cleveland Cavaliers',35.727273,84.659091,0.422013,7.340909,21.022727,0.349189,16.659091,22.204545,0.750256,12.886364,28.590909,41.477273,19.727273,8.204545,3.636364,14.045455,21.840909,95.454545,0.409091,0.272727,45,86,0.523256,6,15,0.4,17,22,0.772727,8,36,44,27,10,5,16,17,113,1,1,'Toronto Raptors',36.55814,82.27907,0.444319,7.651163,21.930233,0.348887,17.046512,22.093023,0.771579,10.651163,29.139535,39.790698,22.697674,7.302326,4.534884,12.44186,22.906977,97.813953,0.465116,0.372093,39,78,0.5,4,16,0.25,15,19,0.789474,7,31,38,25,3,7,10,20,97,0,1,0
'Golden State Warriors',38.28125,83.84375,0.456578,7.96875,20.40625,0.390505,17.21875,21.65625,0.795094,11.75,34.3125,46.0625,22.84375,7.21875,3.96875,15.09375,22.09375,101.75,0.46875,0.6875,42,84,0.5,12,23,0.521739,19,22,0.863636,13,40,53,29,11,4,20,27,115,1,1,'Los Angeles Clippers',38.323529,80.676471,0.475027,7.058824,20.441176,0.345324,17.823529,25,0.712941,11.411765,30.441176,41.852941,23.529412,10.764706,6.382353,13.852941,21.264706,101.529412,0.558824,0.764706,41,82,0.5,6,14,0.428571,19,25,0.76,15,32,47,27,8,7,15,31,107,1,1,1
'Utah Jazz',36.516129,82.322581,0.443574,6.483871,17.806452,0.36413,19.064516,24.774194,0.769531,13.129032,29.870968,43,22.129032,7.83871,6.419355,14.483871,21.774194,98.580645,0.419355,0.483871,34,71,0.478873,9,15,0.6,37,40,0.925,9,27,36,20,7,7,17,32,114,1,0,'Los Angeles Clippers',38.8,80.833333,0.48,7.1,20.166667,0.352066,17.5,24.266667,0.721154,11.3,30.4,41.7,23.633333,10.8,6.3,13.9,21,102.2,0.566667,0.8,38,77,0.493506,7,23,0.304348,33,41,0.804878,11,24,35,20,11,0,15,29,116,0,1,1
'Phoenix Suns',37.414634,84.439024,0.443096,6.02439,18.146341,0.331989,14.512195,19.536585,0.742821,11.414634,29.243902,40.658537,21.829268,7.756098,5.780488,13.560976,20.560976,95.365854,0.512195,0.317073,34,89,0.382022,4,14,0.285714,22,29,0.758621,10,34,44,20,13,4,17,22,94,1,0,'Sacramento Kings',36.642857,83.261905,0.440092,6.571429,18.714286,0.351145,17.238095,22.380952,0.770213,12.02381,28.5,40.52381,19.880952,7.904762,4.595238,13.785714,21.285714,97.095238,0.52381,0.380952,38,81,0.469136,3,15,0.2,26,32,0.8125,12,24,36,18,5,1,10,22,105,0,0,0
'Dallas Mavericks',37.434783,82.782609,0.452206,7.521739,20.173913,0.372845,17.217391,22.043478,0.781065,9.043478,32.347826,41.391304,21.956522,7.695652,5.391304,15.130435,21.913043,99.608696,0.434783,0.478261,27,69,0.391304,0,13,0,20,23,0.869565,4,34,38,17,4,1,17,17,74,0,0,'Minnesota Timberwolves',34.85,80.3,0.433998,5.65,18.85,0.299735,19.55,27.1,0.721402,13.35,31.9,45.25,21.4,8.25,6.15,14.85,18.65,94.9,0.45,0.55,47,88,0.534091,7,17,0.411765,12,17,0.705882,14,26,40,29,9,3,12,12,113,0,1,1
'Cleveland Cavaliers',36.446154,83.969231,0.434042,7.046154,19.892308,0.354215,17.446154,22.969231,0.759545,12.384615,28.415385,40.8,20.584615,8.046154,3.846154,13.476923,21.076923,97.384615,0.492308,0.338462,34,78,0.435897,7,16,0.4375,11,18,0.611111,7,32,39,18,11,2,18,12,86,0,0,'San Antonio Spurs',39.545455,81.257576,0.486668,8.30303,21.80303,0.38082,16.848485,21.363636,0.788652,7.924242,33.106061,41.030303,25.19697,8.666667,5.151515,14.121212,17.469697,104.242424,0.469697,0.757576,37,84,0.440476,5,13,0.384615,13,17,0.764706,11,38,49,31,7,4,15,10,92,1,1,1
'Phoenix Suns',36,86,0.418605,3,16,0.1875,13.5,18,0.75,13,35,48,15.5,8,8.5,15,21.5,88.5,1,0.5,40,92,0.434783,2,11,0.181818,10,14,0.714286,15,37,52,15,6,5,12,20,92,1,1,'Orlando Magic',42,86,0.488372,5,15,0.333333,13,18,0.722222,11,35,46,24,8,8,11,24,102,1,1,42,86,0.488372,5,15,0.333333,13,18,0.722222,11,35,46,24,8,8,11,24,102,1,1,1
'Atlanta Hawks',37.57971,80.898551,0.464529,8.869565,23.42029,0.378713,13.521739,19.086957,0.708428,9.217391,31.594203,40.811594,24.608696,7.985507,4.768116,14.492754,18.130435,97.550725,0.507246,0.550725,37,83,0.445783,7,24,0.291667,12,16,0.75,6,35,41,27,8,6,11,14,93,1,0,'Milwaukee Bucks',38.044118,87.308824,0.435742,6.852941,19.132353,0.358186,15.764706,21.323529,0.73931,12.838235,30.970588,43.808824,22.852941,8.279412,7.088235,13.617647,19.176471,98.705882,0.5,0.5,31,101,0.306931,3,19,0.157895,13,22,0.590909,22,30,52,17,4,6,8,21,78,0,0,0
'Chicago Bulls',35.588235,81.720588,0.435487,4.882353,14.426471,0.33843,16.573529,21.132353,0.784273,12.75,30.647059,43.397059,23.029412,7.264706,5.397059,13.941176,19.558824,92.632353,0.514706,0.544118,35,81,0.432099,3,11,0.272727,14,22,0.636364,12,34,46,21,4,5,10,22,87,1,1,'Minnesota Timberwolves',35.552239,81.701493,0.435148,5.253731,17.970149,0.292359,18.432836,25.179104,0.732069,12.41791,30.328358,42.746269,21.985075,8.119403,4.985075,14.447761,18.656716,94.791045,0.477612,0.358209,42,79,0.531646,2,12,0.166667,31,40,0.775,10,40,50,28,10,4,14,18,117,0,1,0
